,Category,Current Channel,Current Video,Current Views,Next Channel,Count,CHANNEL_TITLE,TAGS
10162,Provocateur,Vaush,Is it Time to GET OVER Slavery? Black Americans Discuss | Jubilee,79099.0,Destiny,1.0,Destiny,AIN
10163,Provocateur,Vaush,Is it Time to GET OVER Slavery? Black Americans Discuss | Jubilee,79099.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10164,Provocateur,Vaush,Is it Time to GET OVER Slavery? Black Americans Discuss | Jubilee,79099.0,Netflix Is A Joke,1.0,,Others
10165,Provocateur,Vaush,Is it Time to GET OVER Slavery? Black Americans Discuss | Jubilee,79099.0,92nd Street Y,1.0,,Others
10166,Provocateur,Vaush,Is it Time to GET OVER Slavery? Black Americans Discuss | Jubilee,79099.0,Lewis Howes,1.0,,Others
10167,Provocateur,Vaush,"No, Seriously. Defund the Police",60001.0,Vaush,1.0,Vaush,Provocateur
10168,Provocateur,Vaush,"No, Seriously. Defund the Police",60001.0,Patriot Act,1.0,Patriot Act,SocialJustice
10169,Provocateur,Vaush,"No, Seriously. Defund the Police",60001.0,LastWeekTonight,2.0,LastWeekTonight,PartisanLeft
10170,Provocateur,Vaush,"No, Seriously. Defund the Police",60001.0,Philosophy Tube,2.0,Philosophy Tube,SocialJustice
10171,Provocateur,Vaush,"No, Seriously. Defund the Police",60001.0,Rolling Stone,2.0,,Others
10172,Provocateur,Vaush,"No, Seriously. Defund the Police",60001.0,Jack Saint,1.0,Jack Saint,SocialJustice
10173,Provocateur,Vaush,"No, Seriously. Defund the Police",60001.0,Rekieta Law,1.0,Rekieta Law,AntiSJW
10174,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,MillionDollarExtreme2,1.0,MillionDollarExtreme2,WhiteIdentitarian
10175,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,PowerfulJRE,1.0,PowerfulJRE,AntiSJW
10176,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,Warner Records,1.0,,Others
10177,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,Computerphile,1.0,,Others
10178,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,The New York Times,1.0,The New York Times,PartisanLeft
10179,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,NOWNESS,1.0,,Others
10180,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,Film at Lincoln Center,1.0,,Others
10181,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,ZeRo,1.0,,Others
10182,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,HealthyGamerGG,1.0,,Others
10183,Provocateur,MillionDollarExtreme2,Southland Extreme Interviews,8771.0,Comedy Central,1.0,,Others
10184,Provocateur,Tariq Radio,Tariq Nasheed: DMX vs. Iyanla (Throwback Clip from 2013),38573.0,Tariq Radio,1.0,Tariq Radio,Provocateur
10185,Provocateur,Tariq Radio,Tariq Nasheed: DMX vs. Iyanla (Throwback Clip from 2013),38573.0,OWN,4.0,,Others
10186,Provocateur,Tariq Radio,Tariq Nasheed: DMX vs. Iyanla (Throwback Clip from 2013),38573.0,djvlad,1.0,,Others
10187,Provocateur,Tariq Radio,Tariq Nasheed: DMX vs. Iyanla (Throwback Clip from 2013),38573.0,ESPN,1.0,,Others
10188,Provocateur,Tariq Radio,Tariq Nasheed: DMX vs. Iyanla (Throwback Clip from 2013),38573.0,Wild 'N Out,1.0,,Others
10189,Provocateur,Tariq Radio,Tariq Nasheed: DMX vs. Iyanla (Throwback Clip from 2013),38573.0,HOT 97,1.0,,Others
10190,Provocateur,Tariq Radio,Tariq Nasheed: DMX vs. Iyanla (Throwback Clip from 2013),38573.0,Breakfast Club Power 105.1 FM,1.0,,Others
10191,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,Carpe Donktum,1.0,Carpe Donktum,Provocateur
10192,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,HOT 97,1.0,,Others
10193,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,CBC Comedy,1.0,,Others
10194,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,Netflix Is A Joke,1.0,,Others
10195,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,The Damage Report,1.0,The Damage Report,PartisanLeft
10196,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,JoeRyanCivilWar,1.0,,Others
10197,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,The Howard Stern Show,1.0,,Others
10198,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,Fox News,1.0,Fox News,TV
10199,,,,,,,,Others
10200,Provocateur,Carpe Donktum,Greta Reacts to FartGate,32704.0,The Late Show with Stephen Colbert,1.0,The Late Show with Stephen Colbert,TV
10201,Provocateur,Dinesh D'Souza,D'Souza & Stuckey: The media's most egregious offenses of the week,46880.0,Dinesh D'Souza,1.0,Dinesh D'Souza,ManoelAltLite
10202,Provocateur,Dinesh D'Souza,D'Souza & Stuckey: The media's most egregious offenses of the week,46880.0,Liberty University,3.0,,Others
10203,Provocateur,Dinesh D'Souza,D'Souza & Stuckey: The media's most egregious offenses of the week,46880.0,Fox News,2.0,Fox News,TV
10204,Provocateur,Dinesh D'Souza,D'Souza & Stuckey: The media's most egregious offenses of the week,46880.0,LiveSigning,1.0,,Others
10205,Provocateur,Dinesh D'Souza,D'Souza & Stuckey: The media's most egregious offenses of the week,46880.0,Lewis Howes,1.0,,Others
10206,Provocateur,Dinesh D'Souza,D'Souza & Stuckey: The media's most egregious offenses of the week,46880.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10207,Provocateur,Dinesh D'Souza,D'Souza & Stuckey: The media's most egregious offenses of the week,46880.0,Studio 10,1.0,,Others
10208,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,Tariq Radio,1.0,Tariq Radio,Provocateur
10209,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,Brown University,1.0,,Others
10210,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,Chicago Humanities Festival,1.0,,Others
10211,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,Breakfast Club Power 105.1 FM,3.0,,Others
10212,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,The New School,1.0,,Others
10213,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10214,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,HOT 97,1.0,,Others
10215,Provocateur,Tariq Radio,Tariq Nasheed: Battle Of The Buck Dancers,100323.0,Netflix Is A Joke,1.0,,Others
10216,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,Vaush,1.0,Vaush,Provocateur
10217,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,Philosophy Tube,1.0,Philosophy Tube,SocialJustice
10218,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,The New School,1.0,,Others
10219,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,PowerfulJRE,1.0,PowerfulJRE,Conspiracy
10220,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,Destiny,3.0,Destiny,PartisanLeft
10221,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,Rekieta Law,1.0,Rekieta Law,AntiSJW
10222,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,Jack Saint,1.0,Jack Saint,SocialJustice
10223,Provocateur,Vaush,Does Destiny Want to Kill All Indigenous People? Debating Destiny & Remthebathboi,80977.0,The Pat McAfee Show,1.0,,Others
10224,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,Sargon of Akkad Live,1.0,Sargon of Akkad Live,Libertarian
10225,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10226,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,Victory Tulsa,1.0,,Others
10227,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,University of Notre Dame,1.0,,Others
10228,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,The New School,2.0,,Others
10229,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,ANU TV,1.0,,Others
10230,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,Rekieta Law,1.0,Rekieta Law,AntiSJW
10231,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,Netflix Is A Joke,1.0,,Others
10232,Provocateur,Sargon of Akkad Live,I Wouldn't Even Abduct You,80847.0,92nd Street Y,1.0,,Others
10233,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,Project Veritas Action,1.0,Project Veritas Action,AIN
10234,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,OxfordUnion,1.0,,Others
10235,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,PBS NewsHour,1.0,PBS NewsHour,TV
10236,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,CNN Business,1.0,,Others
10237,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,Hoovies Garage,1.0,,Others
10238,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,Fox Business,1.0,,Others
10239,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,LosGranosTV,1.0,,Others
10240,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,Real Time with Bill Maher,1.0,Real Time with Bill Maher,TV
10241,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,Jeff Dunham,1.0,,Others
10242,Provocateur,Project Veritas Action,James O'Keefe is Back On Twitter,26913.0,Senate of the Philippines,1.0,,Others
10243,Provocateur,MILO,White Liberals Chant 'Shame' At Black Trump Fan,30321.0,MILO,1.0,MILO,AIN
10244,Provocateur,MILO,White Liberals Chant 'Shame' At Black Trump Fan,30321.0,On Demand News,1.0,,Others
10245,Provocateur,MILO,White Liberals Chant 'Shame' At Black Trump Fan,30321.0,Sky News Australia,1.0,,Others
10246,Provocateur,MILO,White Liberals Chant 'Shame' At Black Trump Fan,30321.0,Fox News,4.0,Fox News,PartisanRight
10247,Provocateur,MILO,White Liberals Chant 'Shame' At Black Trump Fan,30321.0,jimgaffigan,1.0,,Others
10248,Provocateur,MILO,White Liberals Chant 'Shame' At Black Trump Fan,30321.0,Yahoo,1.0,,Others
10249,Provocateur,MILO,White Liberals Chant 'Shame' At Black Trump Fan,30321.0,i24NEWS English,1.0,,Others
10250,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Project Veritas Action,1.0,Project Veritas Action,PartisanRight
10251,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Harvard Kennedy School's Institute of Politics,1.0,,Others
10252,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10253,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Liberty University,1.0,,Others
10254,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Room for Discussion,1.0,,Others
10255,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Lewis Howes,1.0,,Others
10256,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Fox News,1.0,Fox News,TV
10257,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Studio 10,1.0,,Others
10258,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,Senate of the Philippines,1.0,,Others
10259,Provocateur,Project Veritas Action,"Reverends in Gary, IN: We “Tell Them Who to Vote For”",89133.0,92nd Street Y,1.0,,Others
10260,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,StevenCrowder,2.0,StevenCrowder,AntiSJW
10261,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,Lewis Howes,1.0,,Others
10262,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10263,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,Liberty University,1.0,,Others
10264,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,Room for Discussion,1.0,,Others
10265,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,PowerfulJRE,1.0,PowerfulJRE,AntiSJW
10266,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,Fox News,1.0,Fox News,Mainstream News
10267,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,Netflix Is A Joke,1.0,,Others
10268,Provocateur,StevenCrowder,"#654 SCREW COVID! FREE MONTH OF #MUGCLUBQUARANTINE | Daithi DeNogla, Stu Burguiere Guest",399917.0,Daithi De Nogla,1.0,,Others
10269,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,Tariq Radio,1.0,Tariq Radio,Provocateur
10270,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,Breakfast Club Power 105.1 FM,2.0,,Others
10271,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,Netflix Is A Joke,1.0,,Others
10272,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,92nd Street Y,1.0,,Others
10273,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,HOT 97,1.0,,Others
10274,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,Brown University,1.0,,Others
10275,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,Chicago Humanities Festival,1.0,,Others
10276,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,The Pat McAfee Show,1.0,,Others
10277,Provocateur,Tariq Radio,Tariq Nasheed: Leaderless Resistance,101127.0,ANU TV,1.0,,Others
10278,Provocateur,Project Veritas Action,Donald Trump Calls for Legal Action Against Project Veritas Action Targets,123749.0,Project Veritas Action,1.0,Project Veritas Action,AIN
10279,Provocateur,Project Veritas Action,Donald Trump Calls for Legal Action Against Project Veritas Action Targets,123749.0,Fox News,4.0,Fox News,PartisanRight
10280,Provocateur,Project Veritas Action,Donald Trump Calls for Legal Action Against Project Veritas Action Targets,123749.0,Harvard Kennedy School's Institute of Politics,1.0,,Others
10281,Provocateur,Project Veritas Action,Donald Trump Calls for Legal Action Against Project Veritas Action Targets,123749.0,The Late Show with Stephen Colbert,1.0,The Late Show with Stephen Colbert,PartisanLeft
10282,Provocateur,Project Veritas Action,Donald Trump Calls for Legal Action Against Project Veritas Action Targets,123749.0,Sky News Australia,1.0,,Others
10283,Provocateur,Project Veritas Action,Donald Trump Calls for Legal Action Against Project Veritas Action Targets,123749.0,Senate of the Philippines,1.0,,Others
10284,,,,,,,,Others
10285,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,Gavin McInnes,1.0,Gavin McInnes,PartisanRight
10286,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,Lewis Howes,1.0,,Others
10287,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,92nd Street Y,1.0,,Others
10288,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10289,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,Liberty University,1.0,,Others
10290,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,Studio 10,1.0,,Others
10291,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,Netflix Is A Joke,1.0,,Others
10292,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,jimgaffigan,1.0,,Others
10293,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,Fox News,1.0,Fox News,PartisanRight
10294,Provocateur,Gavin McInnes,WHY IS EVERYONE CRYING?,177264.0,The Aspen Institute,1.0,,Others
10295,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,Akkad Daily,1.0,Akkad Daily,Provocateur
10296,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10297,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,Room for Discussion,1.0,,Others
10298,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,Studio 10,1.0,,Others
10299,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,PowerfulJRE,2.0,PowerfulJRE,Conspiracy
10300,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,The New School,1.0,,Others
10301,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,jimgaffigan,1.0,,Others
10302,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,92nd Street Y,1.0,,Others
10303,Provocateur,Akkad Daily,The Coronavirus is Making us All Wholesome,239550.0,Fox News,1.0,Fox News,Mainstream News
10304,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,Russell Brand,2.0,Russell Brand,Socialist
10305,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,Room for Discussion,1.0,,Others
10306,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,PowerfulJRE,2.0,PowerfulJRE,Conspiracy
10307,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,Fox News,1.0,Fox News,PartisanRight
10308,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,Sadhguru,1.0,,Others
10309,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,The Aspen Institute,1.0,,Others
10310,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,DiEM25,1.0,,Others
10311,Provocateur,Russell Brand,My Take On Coronavirus | Russell Brand,592648.0,Funny Compilations,1.0,,Others
10312,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,Sargon of Akkad Live,1.0,Sargon of Akkad Live,AntiSJW
10313,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,92nd Street Y,1.0,,Others
10314,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10315,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,Room for Discussion,1.0,,Others
10316,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,Netflix Is A Joke,1.0,,Others
10317,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,American Museum of Natural History,1.0,,Others
10318,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,The Aspen Institute,1.0,,Others
10319,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,Rekieta Law,1.0,Rekieta Law,AntiSJW
10320,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,PowerfulJRE,1.0,PowerfulJRE,AntiSJW
10321,Provocateur,Sargon of Akkad Live,Free Speech Debate: Sargon of Akkad vs Xexizy,68290.0,The New School,1.0,,Others
10322,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,Akkad Daily,1.0,Akkad Daily,PartisanRight
10323,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10324,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,Lewis Howes,1.0,,Others
10325,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,PowerfulJRE,2.0,PowerfulJRE,AntiSJW
10326,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,Room for Discussion,1.0,,Others
10327,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,92nd Street Y,1.0,,Others
10328,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,ReaganFoundation,1.0,,Others
10329,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,Studio 10,1.0,,Others
10330,Provocateur,Akkad Daily,Hungary Gets Gender Neutral Passports and SJWs Lose Their Minds,210470.0,The New School,1.0,,Others
10331,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,Sargon of Akkad,1.0,Sargon of Akkad,ManoelIDW
10332,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,HooverInstitution,2.0,HooverInstitution,Libertarian
10333,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,The Aspen Institute,1.0,,Others
10334,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,Studio 10,1.0,,Others
10335,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,PowerfulJRE,1.0,PowerfulJRE,Conspiracy
10336,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,Rekieta Law,1.0,Rekieta Law,AntiSJW
10337,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,Sky News Australia,1.0,,Others
10338,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,Fox News,1.0,Fox News,Mainstream News
10339,Provocateur,Sargon of Akkad,#Bristol Debates: The EU's Destruction of British Fishing Industry,80602.0,Josh Gad,1.0,,Others
10340,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,StevenCrowder,1.0,StevenCrowder,PartisanRight
10341,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,HooverInstitution,1.0,HooverInstitution,Libertarian
10342,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,Liberty University,1.0,,Others
10343,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,PowerfulJRE,2.0,PowerfulJRE,Conspiracy
10344,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,The Aspen Institute,1.0,,Others
10345,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,How To Academy,1.0,,Others
10346,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,Rekieta Law,1.0,Rekieta Law,AntiSJW
10347,Provocateur,StevenCrowder,TRUMP WILL ABSOLUTELY WIN 2020! | Gavin McInnes Guests | Louder with Crowder,505239.0,jimgaffigan,1.0,,Others
10348,,,,,,,,Others
10349,Provocateur,The Book Club,HONOUR THE FAMILY,9863.0,The Book Club,5.0,The Book Club,Provocateur
10350,Provocateur,The Book Club,HONOUR THE FAMILY,9863.0,Jordan B Peterson,1.0,Jordan B Peterson,AntiSJW
10351,Provocateur,The Book Club,HONOUR THE FAMILY,9863.0,Wombie,1.0,,Others
10352,Provocateur,The Book Club,HONOUR THE FAMILY,9863.0,Penguin Books UK,1.0,,Others
10353,Provocateur,The Book Club,HONOUR THE FAMILY,9863.0,Crazy 4 Bollywood,1.0,,Others
10354,Provocateur,The Book Club,HONOUR THE FAMILY,9863.0,TeZoKi,1.0,,Others
10355,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,Gavin McInnes,1.0,Gavin McInnes,ManoelAltLite
10356,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,NBC News,1.0,NBC News,PartisanLeft
10357,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,WatchTheDaily,1.0,,Others
10358,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,Fox News,2.0,Fox News,Mainstream News
10359,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,ReelinInTheYears66,1.0,,Others
10360,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,University of California Television (UCTV),1.0,,Others
10361,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,Master Clipper,1.0,,Others
10362,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,Adam Carolla,1.0,Adam Carolla,PartisanRight
10363,Provocateur,Gavin McInnes,TRUMP 1980 vs TRUMP 2020 | STONE FAMILY FUND,39734.0,Netflix Is A Joke,1.0,,Others
10364,Provocateur,Carpe Donktum,Schiff the Snake,12007.0,Carpe Donktum,1.0,Carpe Donktum,ManoelAltLite
10365,Provocateur,Carpe Donktum,Schiff the Snake,12007.0,Fox News,1.0,Fox News,PartisanRight
10366,Provocateur,Carpe Donktum,Schiff the Snake,12007.0,Rekieta Law,1.0,Rekieta Law,AntiSJW
10367,Provocateur,Carpe Donktum,Schiff the Snake,12007.0,George Carlin Official YouTube Channel,1.0,,Others
10368,Provocateur,Carpe Donktum,Schiff the Snake,12007.0,Portland Andy,1.0,,Others
10369,Provocateur,Carpe Donktum,Schiff the Snake,12007.0,Netflix Is A Joke,1.0,,Others
